Kankersoort;Periode;Geslacht;Leeftijdsgroep;Aantal
Kanker van bot, kraakbeen en weke delen;2003;Man en vrouw;30-44;143
Kanker van bot, kraakbeen en weke delen;2003;Man en vrouw;75+;152
Kanker van bot, kraakbeen en weke delen;2003;Man en vrouw;45-59;198
Kanker van bot, kraakbeen en weke delen;2003;Man en vrouw;60-74;201
Kanker van bot, kraakbeen en weke delen;2003;Man en vrouw;0-14;70
Kanker van bot, kraakbeen en weke delen;2003;Man en vrouw;15-29;84
Kanker van bot, kraakbeen en weke delen;2003;Man en vrouw;Totaal;848
Kanker van bot, kraakbeen en weke delen;2004;Man en vrouw;75+;161
Kanker van bot, kraakbeen en weke delen;2004;Man en vrouw;30-44;166
Kanker van bot, kraakbeen en weke delen;2004;Man en vrouw;60-74;191
Kanker van bot, kraakbeen en weke delen;2004;Man en vrouw;45-59;195
Kanker van bot, kraakbeen en weke delen;2004;Man en vrouw;0-14;69
Kanker van bot, kraakbeen en weke delen;2004;Man en vrouw;15-29;82
Kanker van bot, kraakbeen en weke delen;2004;Man en vrouw;Totaal;864
Kanker van bot, kraakbeen en weke delen;2005;Man en vrouw;30-44;140
Kanker van bot, kraakbeen en weke delen;2005;Man en vrouw;75+;158
Kanker van bot, kraakbeen en weke delen;2005;Man en vrouw;45-59;201
Kanker van bot, kraakbeen en weke delen;2005;Man en vrouw;60-74;235
Kanker van bot, kraakbeen en weke delen;2005;Man en vrouw;0-14;75
Kanker van bot, kraakbeen en weke delen;2005;Man en vrouw;Totaal;899
Kanker van bot, kraakbeen en weke delen;2005;Man en vrouw;15-29;90
Kanker van bot, kraakbeen en weke delen;2006;Man en vrouw;30-44;166
Kanker van bot, kraakbeen en weke delen;2006;Man en vrouw;75+;174
Kanker van bot, kraakbeen en weke delen;2006;Man en vrouw;45-59;197
Kanker van bot, kraakbeen en weke delen;2006;Man en vrouw;60-74;203
Kanker van bot, kraakbeen en weke delen;2006;Man en vrouw;0-14;75
Kanker van bot, kraakbeen en weke delen;2006;Man en vrouw;15-29;87
Kanker van bot, kraakbeen en weke delen;2006;Man en vrouw;Totaal;902
Kanker van bot, kraakbeen en weke delen;2007;Man en vrouw;30-44;151
Kanker van bot, kraakbeen en weke delen;2007;Man en vrouw;75+;169
Kanker van bot, kraakbeen en weke delen;2007;Man en vrouw;45-59;200
Kanker van bot, kraakbeen en weke delen;2007;Man en vrouw;60-74;236
Kanker van bot, kraakbeen en weke delen;2007;Man en vrouw;0-14;64
Kanker van bot, kraakbeen en weke delen;2007;Man en vrouw;15-29;89
Kanker van bot, kraakbeen en weke delen;2007;Man en vrouw;Totaal;909
Kanker van bot, kraakbeen en weke delen;2008;Man en vrouw;30-44;140
Kanker van bot, kraakbeen en weke delen;2008;Man en vrouw;75+;169
Kanker van bot, kraakbeen en weke delen;2008;Man en vrouw;45-59;197
Kanker van bot, kraakbeen en weke delen;2008;Man en vrouw;60-74;230
Kanker van bot, kraakbeen en weke delen;2008;Man en vrouw;0-14;69
Kanker van bot, kraakbeen en weke delen;2008;Man en vrouw;15-29;89
Kanker van bot, kraakbeen en weke delen;2008;Man en vrouw;Totaal;894
Kanker van bot, kraakbeen en weke delen;2009;Man en vrouw;30-44;142
Kanker van bot, kraakbeen en weke delen;2009;Man en vrouw;75+;184
Kanker van bot, kraakbeen en weke delen;2009;Man en vrouw;45-59;192
Kanker van bot, kraakbeen en weke delen;2009;Man en vrouw;60-74;232
Kanker van bot, kraakbeen en weke delen;2009;Man en vrouw;0-14;67
Kanker van bot, kraakbeen en weke delen;2009;Man en vrouw;15-29;78
Kanker van bot, kraakbeen en weke delen;2009;Man en vrouw;Totaal;895
Kanker van bot, kraakbeen en weke delen;2010;Man en vrouw;30-44;144
Kanker van bot, kraakbeen en weke delen;2010;Man en vrouw;75+;181
Kanker van bot, kraakbeen en weke delen;2010;Man en vrouw;45-59;213
Kanker van bot, kraakbeen en weke delen;2010;Man en vrouw;60-74;263
Kanker van bot, kraakbeen en weke delen;2010;Man en vrouw;0-14;80
Kanker van bot, kraakbeen en weke delen;2010;Man en vrouw;15-29;81
Kanker van bot, kraakbeen en weke delen;2010;Man en vrouw;Totaal;962
Kanker van bot, kraakbeen en weke delen;2011;Man en vrouw;30-44;124
Kanker van bot, kraakbeen en weke delen;2011;Man en vrouw;45-59;212
Kanker van bot, kraakbeen en weke delen;2011;Man en vrouw;75+;223
Kanker van bot, kraakbeen en weke delen;2011;Man en vrouw;60-74;271
Kanker van bot, kraakbeen en weke delen;2011;Man en vrouw;0-14;78
Kanker van bot, kraakbeen en weke delen;2011;Man en vrouw;15-29;83
Kanker van bot, kraakbeen en weke delen;2011;Man en vrouw;Totaal;991
Kanker van bot, kraakbeen en weke delen;2012;Man en vrouw;Totaal;1058
Kanker van bot, kraakbeen en weke delen;2012;Man en vrouw;30-44;119
Kanker van bot, kraakbeen en weke delen;2012;Man en vrouw;75+;230
Kanker van bot, kraakbeen en weke delen;2012;Man en vrouw;45-59;248
Kanker van bot, kraakbeen en weke delen;2012;Man en vrouw;60-74;313
Kanker van bot, kraakbeen en weke delen;2012;Man en vrouw;0-14;63
Kanker van bot, kraakbeen en weke delen;2012;Man en vrouw;15-29;85
Kanker van bot, kraakbeen en weke delen;2013;Man en vrouw;30-44;120
Kanker van bot, kraakbeen en weke delen;2013;Man en vrouw;75+;207
Kanker van bot, kraakbeen en weke delen;2013;Man en vrouw;45-59;213
Kanker van bot, kraakbeen en weke delen;2013;Man en vrouw;60-74;255
Kanker van bot, kraakbeen en weke delen;2013;Man en vrouw;15-29;77
Kanker van bot, kraakbeen en weke delen;2013;Man en vrouw;0-14;79
Kanker van bot, kraakbeen en weke delen;2013;Man en vrouw;Totaal;951
Kanker van bot, kraakbeen en weke delen;2014;Man en vrouw;Totaal;1041
Kanker van bot, kraakbeen en weke delen;2014;Man en vrouw;30-44;131
Kanker van bot, kraakbeen en weke delen;2014;Man en vrouw;45-59;221
Kanker van bot, kraakbeen en weke delen;2014;Man en vrouw;75+;247
Kanker van bot, kraakbeen en weke delen;2014;Man en vrouw;60-74;284
Kanker van bot, kraakbeen en weke delen;2014;Man en vrouw;0-14;76
Kanker van bot, kraakbeen en weke delen;2014;Man en vrouw;15-29;82
Kanker van bot, kraakbeen en weke delen;2015;Man en vrouw;Totaal;1013
Kanker van bot, kraakbeen en weke delen;2015;Man en vrouw;30-44;118
Kanker van bot, kraakbeen en weke delen;2015;Man en vrouw;45-59;203
Kanker van bot, kraakbeen en weke delen;2015;Man en vrouw;75+;218
Kanker van bot, kraakbeen en weke delen;2015;Man en vrouw;60-74;310
Kanker van bot, kraakbeen en weke delen;2015;Man en vrouw;0-14;68
Kanker van bot, kraakbeen en weke delen;2015;Man en vrouw;15-29;96
Kanker van bot, kraakbeen en weke delen;2016;Man en vrouw;Totaal;1012
Kanker van bot, kraakbeen en weke delen;2016;Man en vrouw;30-44;105
Kanker van bot, kraakbeen en weke delen;2016;Man en vrouw;45-59;224
Kanker van bot, kraakbeen en weke delen;2016;Man en vrouw;75+;225
Kanker van bot, kraakbeen en weke delen;2016;Man en vrouw;60-74;302
Kanker van bot, kraakbeen en weke delen;2016;Man en vrouw;0-14;66
Kanker van bot, kraakbeen en weke delen;2016;Man en vrouw;15-29;90
Kanker van bot, kraakbeen en weke delen;2017;Man en vrouw;Totaal;1026
Kanker van bot, kraakbeen en weke delen;2017;Man en vrouw;30-44;109
Oogkanker;2017;Man;0-14;8
Oogkanker;2018;Man;15-29;1
Oogkanker;2018;Man;0-14;11
Oogkanker;2018;Man;Totaal;123
Oogkanker;2018;Man;75+;26
Oogkanker;2018;Man;45-59;36
Oogkanker;2018;Man;60-74;41
Oogkanker;2018;Man;30-44;8
Alle kankersoorten;1994;Man;75+;10208
Alle kankersoorten;1994;Man;30-44;1502
Alle kankersoorten;1994;Man;60-74;15825
Alle kankersoorten;1994;Man;0-14;202
Alle kankersoorten;1994;Man;Totaal;33944
Alle kankersoorten;1994;Man;15-29;515
Alle kankersoorten;1994;Man;45-59;5692
Alle kankersoorten;1995;Man;75+;10493
Alle kankersoorten;1995;Man;30-44;1542
Alle kankersoorten;1995;Man;60-74;15878
Alle kankersoorten;1995;Man;0-14;229
Alle kankersoorten;1995;Man;Totaal;34405
Alle kankersoorten;1995;Man;15-29;539
Alle kankersoorten;1995;Man;45-59;5724
Alle kankersoorten;1996;Man;75+;10544
Alle kankersoorten;1996;Man;30-44;1629
Alle kankersoorten;1996;Man;60-74;16320
Alle kankersoorten;1996;Man;0-14;250
Alle kankersoorten;1996;Man;Totaal;35303
Alle kankersoorten;1996;Man;15-29;564
Alle kankersoorten;1996;Man;45-59;5996
Alle kankersoorten;1997;Man;75+;10428
Alle kankersoorten;1997;Man;30-44;1542
Alle kankersoorten;1997;Man;60-74;16164
Alle kankersoorten;1997;Man;0-14;217
Alle kankersoorten;1997;Man;Totaal;35034
Alle kankersoorten;1997;Man;15-29;503
Alle kankersoorten;1997;Man;45-59;6180
Alle kankersoorten;1998;Man;75+;10619
Alle kankersoorten;1998;Man;30-44;1476
Alle kankersoorten;1998;Man;60-74;16124
Alle kankersoorten;1998;Man;0-14;254
Alle kankersoorten;1998;Man;Totaal;35282
Alle kankersoorten;1998;Man;15-29;552
Alle kankersoorten;1998;Man;45-59;6257
Alle kankersoorten;1999;Man;75+;10754
Alle kankersoorten;1999;Man;30-44;1567
Alle kankersoorten;1999;Man;60-74;16407
Alle kankersoorten;1999;Man;0-14;244
Alle kankersoorten;1999;Man;Totaal;35926
Alle kankersoorten;1999;Man;15-29;558
Alle kankersoorten;1999;Man;45-59;6396
Alle kankersoorten;2000;Man;75+;10857
Alle kankersoorten;2000;Man;30-44;1645
Alle kankersoorten;2000;Man;60-74;16510
Alle kankersoorten;2000;Man;0-14;252
Alle kankersoorten;2000;Man;Totaal;36419
Alle kankersoorten;2000;Man;15-29;544
Alle kankersoorten;2000;Man;45-59;6611
Alle kankersoorten;2001;Man;75+;11179
Alle kankersoorten;2001;Man;30-44;1628
Alle kankersoorten;2001;Man;60-74;16845
Alle kankersoorten;2001;Man;0-14;254
Alle kankersoorten;2001;Man;Totaal;37302
Alle kankersoorten;2001;Man;15-29;567
Alle kankersoorten;2001;Man;45-59;6829
Alle kankersoorten;2002;Man;75+;11643
Alle kankersoorten;2002;Man;60-74;17186
Alle kankersoorten;2002;Man;30-44;1742
Alle kankersoorten;2002;Man;0-14;271
Alle kankersoorten;2002;Man;Totaal;38470
Alle kankersoorten;2002;Man;15-29;538
Alle kankersoorten;2002;Man;45-59;7090
Alle kankersoorten;2003;Man;75+;12060
Alle kankersoorten;2003;Man;30-44;1723
Alle kankersoorten;2003;Man;60-74;17918
Alle kankersoorten;2003;Man;0-14;271
Alle kankersoorten;2003;Man;Totaal;40021
Alle kankersoorten;2003;Man;15-29;570
Alle kankersoorten;2003;Man;45-59;7479
Alle kankersoorten;2004;Man;75+;12721
Alle kankersoorten;2004;Man;30-44;1863
Alle kankersoorten;2004;Man;60-74;19412
Alle kankersoorten;2004;Man;0-14;266
Alle kankersoorten;2004;Man;Totaal;42888
Alle kankersoorten;2004;Man;15-29;585
Alle kankersoorten;2004;Man;45-59;8041
Alle kankersoorten;2005;Man;75+;12997
Alle kankersoorten;2005;Man;30-44;1756
Alle kankersoorten;2005;Man;60-74;19517
Alle kankersoorten;2005;Man;0-14;268
Alle kankersoorten;2005;Man;Totaal;43087
Alle kankersoorten;2005;Man;15-29;578
Alle kankersoorten;2005;Man;45-59;7971
Alle kankersoorten;2006;Man;75+;13671
Alle kankersoorten;2006;Man;30-44;1758
Alle kankersoorten;2006;Man;60-74;20202
Alle kankersoorten;2006;Man;0-14;263
Alle kankersoorten;2006;Man;Totaal;44577
Alle kankersoorten;2006;Man;15-29;569
Alle kankersoorten;2006;Man;45-59;8114
Alle kankersoorten;2007;Man;75+;14275
Alle kankersoorten;2007;Man;30-44;1755
Alle kankersoorten;2007;Man;60-74;21476
Alle kankersoorten;2007;Man;0-14;239
Alle kankersoorten;2007;Man;Totaal;46374
Alle kankersoorten;2007;Man;15-29;606
Alle kankersoorten;2007;Man;45-59;8023
Alle kankersoorten;2008;Man;75+;15001
Alle kankersoorten;2008;Man;30-44;1815
Alle kankersoorten;2008;Man;60-74;22343
Alle kankersoorten;2008;Man;0-14;248
Alle kankersoorten;2008;Man;Totaal;48161
Alle kankersoorten;2008;Man;15-29;579
Alle kankersoorten;2008;Man;45-59;8175
Alle kankersoorten;2009;Man;75+;15749
Alle kankersoorten;2009;Man;30-44;1769
Alle kankersoorten;2009;Man;60-74;23071
Alle kankersoorten;2009;Man;0-14;232
Alle kankersoorten;2009;Man;Totaal;49705
Alle kankersoorten;2009;Man;15-29;649
Alle kankersoorten;2009;Man;45-59;8235
Alle kankersoorten;2010;Man;75+;16690
Alle kankersoorten;2010;Man;30-44;1772
Alle kankersoorten;2010;Man;60-74;23983
Alle kankersoorten;2010;Man;0-14;269
Alle kankersoorten;2010;Man;Totaal;51691
Alle kankersoorten;2010;Man;15-29;615
Alle kankersoorten;2010;Man;45-59;8362
Alle kankersoorten;2011;Man;75+;17255
Alle kankersoorten;2011;Man;30-44;1900
Alle kankersoorten;2011;Man;0-14;241
Alle kankersoorten;2011;Man;60-74;25462
Alle kankersoorten;2011;Man;Totaal;54184
Alle kankersoorten;2011;Man;15-29;653
Alle kankersoorten;2011;Man;45-59;8673
Alle kankersoorten;2012;Man;75+;17248
Alle kankersoorten;2012;Man;30-44;1777
Alle kankersoorten;2012;Man;0-14;232
Alle kankersoorten;2012;Man;60-74;25752
Alle kankersoorten;2012;Man;Totaal;54079
Alle kankersoorten;2012;Man;15-29;642
Alle kankersoorten;2012;Man;45-59;8428
Alle kankersoorten;2013;Man;75+;17077
Alle kankersoorten;2013;Man;30-44;1753
Alle kankersoorten;2013;Man;60-74;25878
Alle kankersoorten;2013;Man;0-14;266
Alle kankersoorten;2013;Man;Totaal;54296
Alle kankersoorten;2013;Man;15-29;684
Alle kankersoorten;2013;Man;45-59;8638
Alle kankersoorten;2014;Man;30-44;1710
Alle kankersoorten;2014;Man;75+;17793
Alle kankersoorten;2014;Man;0-14;259
Alle kankersoorten;2014;Man;60-74;25961
Alle kankersoorten;2014;Man;Totaal;54636
Alle kankersoorten;2014;Man;15-29;715
Alle kankersoorten;2014;Man;45-59;8198
Alle kankersoorten;2015;Man;30-44;1730
Alle kankersoorten;2015;Man;75+;17659
Alle kankersoorten;2015;Man;0-14;267
Alle kankersoorten;2015;Man;60-74;27745
Alle kankersoorten;2015;Man;Totaal;56192
Alle kankersoorten;2015;Man;15-29;647
Alle kankersoorten;2015;Man;45-59;8144
Alle kankersoorten;2016;Man;30-44;1645
Alle kankersoorten;2016;Man;75+;18658
Alle kankersoorten;2016;Man;0-14;241
Alle kankersoorten;2016;Man;60-74;28461
Alle kankersoorten;2016;Man;Totaal;58396
Alle kankersoorten;2016;Man;15-29;686
Alle kankersoorten;2016;Man;45-59;8705
Alle kankersoorten;2017;Man;30-44;1654
Alle kankersoorten;2017;Man;75+;18879
Alle kankersoorten;2017;Man;0-14;261
Alle kankersoorten;2017;Man;60-74;28003
Alle kankersoorten;2017;Man;Totaal;58107
Alle kankersoorten;2017;Man;15-29;688
Alle kankersoorten;2017;Man;45-59;8622
Alle kankersoorten;2018;Man;30-44;1871
Alle kankersoorten;2018;Man;75+;20370
Alle kankersoorten;2018;Man;0-14;257
Alle kankersoorten;2018;Man;60-74;28426
Alle kankersoorten;2018;Man;Totaal;61003
Alle kankersoorten;2018;Man;15-29;774
Alle kankersoorten;2018;Man;45-59;9305
Alle kankersoorten;1994;Vrouw;60-74;10887
Alle kankersoorten;1994;Vrouw;0-14;184
Alle kankersoorten;1994;Vrouw;30-44;2935
Alle kankersoorten;1994;Vrouw;Totaal;30900
Alle kankersoorten;1994;Vrouw;15-29;530
Alle kankersoorten;1994;Vrouw;45-59;7230
Alle kankersoorten;1994;Vrouw;75+;9134
Alle kankersoorten;1995;Vrouw;60-74;10659
Alle kankersoorten;1995;Vrouw;0-14;180
Alle kankersoorten;1995;Vrouw;30-44;2888
Alle kankersoorten;1995;Vrouw;Totaal;30525
Alle kankersoorten;1995;Vrouw;15-29;515
Alle kankersoorten;1995;Vrouw;45-59;7355
Alle kankersoorten;1995;Vrouw;75+;8928
Alle kankersoorten;1996;Vrouw;60-74;10665
Alle kankersoorten;1996;Vrouw;0-14;186
Alle kankersoorten;1996;Vrouw;30-44;3015
Alle kankersoorten;1996;Vrouw;Totaal;31370
Alle kankersoorten;1996;Vrouw;15-29;561
Alle kankersoorten;1996;Vrouw;45-59;7637
Alle kankersoorten;1996;Vrouw;75+;9306
Kanker van de luchtwegen;1994;Man;0-14;1
Kanker van de luchtwegen;1994;Man;30-44;112
Kanker van de luchtwegen;1994;Man;45-59;1329
Kanker van de luchtwegen;1994;Man;75+;1990
Kanker van de luchtwegen;1994;Man;15-29;4
Kanker van de luchtwegen;1994;Man;60-74;4044
Kanker van de luchtwegen;1994;Man;Totaal;7480
Kanker van de luchtwegen;1995;Man;0-14;1
Kanker van de luchtwegen;1995;Man;45-59;1264
Kanker van de luchtwegen;1995;Man;30-44;132
Kanker van de luchtwegen;1995;Man;75+;2046
Kanker van de luchtwegen;1995;Man;60-74;3972
Kanker van de luchtwegen;1995;Man;15-29;5
Kanker van de luchtwegen;1995;Man;Totaal;7420
Kanker van de luchtwegen;1996;Man;0-14;1
Kanker van de luchtwegen;1996;Man;45-59;1239
Kanker van de luchtwegen;1996;Man;30-44;133
Kanker van de luchtwegen;1996;Man;75+;2063
Kanker van de luchtwegen;1996;Man;60-74;3953
Kanker van de luchtwegen;1996;Man;15-29;5
Kanker van de luchtwegen;1996;Man;Totaal;7394
Kanker van de luchtwegen;1997;Man;0-14;0
Kanker van de luchtwegen;1997;Man;45-59;1242
Kanker van de luchtwegen;1997;Man;30-44;125
Kanker van de luchtwegen;1997;Man;75+;1916
Kanker van de luchtwegen;1997;Man;60-74;3956
Kanker van de luchtwegen;1997;Man;15-29;4
Kanker van de luchtwegen;1997;Man;Totaal;7243
Kanker van de luchtwegen;1998;Man;0-14;0
Kanker van de luchtwegen;1998;Man;30-44;117
Kanker van de luchtwegen;1998;Man;45-59;1263
Kanker van de luchtwegen;1998;Man;75+;1993
Kanker van de luchtwegen;1998;Man;60-74;3717
Kanker van de luchtwegen;1998;Man;15-29;4
Kanker van de luchtwegen;1998;Man;Totaal;7094
Kanker van de luchtwegen;1999;Man;0-14;0
Kanker van de luchtwegen;1999;Man;45-59;1225
Kanker van de luchtwegen;1999;Man;30-44;128
Kanker van de luchtwegen;1999;Man;75+;2028
Kanker van de luchtwegen;1999;Man;60-74;3643
Kanker van de luchtwegen;1999;Man;15-29;5
Kanker van de luchtwegen;1999;Man;Totaal;7029
Kanker van de luchtwegen;2000;Man;0-14;1
Kanker van de luchtwegen;2000;Man;45-59;1182
Kanker van de luchtwegen;2000;Man;30-44;134
Kanker van de luchtwegen;2000;Man;75+;1980
Kanker van de luchtwegen;2000;Man;60-74;3584
Kanker van de luchtwegen;2000;Man;15-29;5
Kanker van de luchtwegen;2000;Man;Totaal;6886
Kanker van de luchtwegen;2001;Man;0-14;1
Kanker van de luchtwegen;2001;Man;30-44;106
Kanker van de luchtwegen;2001;Man;45-59;1248
Kanker van de luchtwegen;2001;Man;75+;1914
Kanker van de luchtwegen;2001;Man;60-74;3483
Kanker van de luchtwegen;2001;Man;15-29;4
Kanker van de luchtwegen;2001;Man;Totaal;6756
Kanker van de luchtwegen;2002;Man;0-14;0
Kanker van de luchtwegen;2002;Man;30-44;105
Kanker van de luchtwegen;2002;Man;45-59;1215
Kanker van de luchtwegen;2002;Man;75+;2031
Kanker van de luchtwegen;2002;Man;15-29;3
Kanker van de luchtwegen;2002;Man;60-74;3530
Kanker van de luchtwegen;2002;Man;Totaal;6884
Kanker van de luchtwegen;2003;Man;0-14;1
Kanker van de luchtwegen;2003;Man;30-44;119
Kanker van de luchtwegen;2003;Man;45-59;1246
Kanker van de luchtwegen;2003;Man;75+;2083
Kanker van de luchtwegen;2003;Man;60-74;3433
Kanker van de luchtwegen;2003;Man;15-29;5
Kanker van de luchtwegen;2003;Man;Totaal;6887
Kanker van de luchtwegen;2004;Man;0-14;0
Kanker van de luchtwegen;2004;Man;30-44;119
Kanker van de luchtwegen;2004;Man;45-59;1330
Kanker van de luchtwegen;2004;Man;75+;2142
Kanker van de luchtwegen;2004;Man;15-29;3
Kanker van de luchtwegen;2004;Man;60-74;3543
Kanker van de luchtwegen;2004;Man;Totaal;7137
Kanker van de luchtwegen;2005;Man;0-14;0
Kanker van de luchtwegen;2005;Man;45-59;1215
Kanker van de luchtwegen;2005;Man;75+;2130
Kanker van de luchtwegen;2005;Man;60-74;3573
Kanker van de luchtwegen;2005;Man;15-29;4
Kanker van de luchtwegen;2005;Man;Totaal;7014
Kanker van de luchtwegen;2005;Man;30-44;92
Kanker van de luchtwegen;2006;Man;0-14;1
Kanker van de luchtwegen;2006;Man;30-44;108
Kanker van de luchtwegen;2006;Man;45-59;1261
Kanker van de luchtwegen;2006;Man;75+;2342
Kanker van de luchtwegen;2006;Man;60-74;3586
Kanker van de luchtwegen;2006;Man;15-29;4
Kanker van de luchtwegen;2006;Man;Totaal;7302
Kanker van de luchtwegen;2007;Man;0-14;0
Kanker van de luchtwegen;2007;Man;45-59;1220
Kanker van de luchtwegen;2007;Man;75+;2378
Kanker van de luchtwegen;2007;Man;60-74;3682
Kanker van de luchtwegen;2007;Man;15-29;7
Kanker van de luchtwegen;2007;Man;Totaal;7382
Kanker van de luchtwegen;2007;Man;30-44;95
Kanker van de luchtwegen;2008;Man;0-14;0
Kanker van de luchtwegen;2008;Man;45-59;1189
Kanker van de luchtwegen;2008;Man;75+;2466
Kanker van de luchtwegen;2008;Man;60-74;3735
Kanker van de luchtwegen;2008;Man;15-29;6
Kanker van de luchtwegen;2008;Man;Totaal;7485
Kanker van de luchtwegen;2008;Man;30-44;89
Kanker van de luchtwegen;2009;Man;45-59;1175
Kanker van de luchtwegen;2009;Man;75+;2592
Kanker van de luchtwegen;2009;Man;0-14;3
Kanker van de luchtwegen;2009;Man;60-74;3815
Kanker van de luchtwegen;2009;Man;15-29;7
Kanker van de luchtwegen;2009;Man;Totaal;7684
Kanker van de luchtwegen;2009;Man;30-44;92
Kanker van de luchtwegen;2010;Man;45-59;1164
Kanker van de luchtwegen;2010;Man;0-14;2
Kanker van de luchtwegen;2010;Man;15-29;2
Tumor van het centraal zenuwstelsel;1994;Man;45-59;152
Tumor van het centraal zenuwstelsel;1994;Man;60-74;180
Tumor van het centraal zenuwstelsel;1994;Man;0-14;44
Tumor van het centraal zenuwstelsel;1994;Man;75+;46
Tumor van het centraal zenuwstelsel;1994;Man;15-29;51
Tumor van het centraal zenuwstelsel;1994;Man;Totaal;566
Tumor van het centraal zenuwstelsel;1994;Man;30-44;93
Tumor van het centraal zenuwstelsel;1995;Man;30-44;103
Tumor van het centraal zenuwstelsel;1995;Man;60-74;173
Tumor van het centraal zenuwstelsel;1995;Man;45-59;175
Tumor van het centraal zenuwstelsel;1995;Man;0-14;43
Tumor van het centraal zenuwstelsel;1995;Man;15-29;51
Tumor van het centraal zenuwstelsel;1995;Man;75+;56
Tumor van het centraal zenuwstelsel;1995;Man;Totaal;601
Tumor van het centraal zenuwstelsel;1996;Man;30-44;110
Tumor van het centraal zenuwstelsel;1996;Man;45-59;164
Tumor van het centraal zenuwstelsel;1996;Man;60-74;186
Tumor van het centraal zenuwstelsel;1996;Man;15-29;44
Tumor van het centraal zenuwstelsel;1996;Man;0-14;46
Tumor van het centraal zenuwstelsel;1996;Man;75+;52
Tumor van het centraal zenuwstelsel;1996;Man;Totaal;602
Tumor van het centraal zenuwstelsel;1997;Man;30-44;114
Tumor van het centraal zenuwstelsel;1997;Man;45-59;175
Tumor van het centraal zenuwstelsel;1997;Man;60-74;186
Tumor van het centraal zenuwstelsel;1997;Man;0-14;34
Tumor van het centraal zenuwstelsel;1997;Man;75+;45
Tumor van het centraal zenuwstelsel;1997;Man;15-29;50
Tumor van het centraal zenuwstelsel;1997;Man;Totaal;604
Tumor van het centraal zenuwstelsel;1998;Man;45-59;150
Tumor van het centraal zenuwstelsel;1998;Man;60-74;205
Tumor van het centraal zenuwstelsel;1998;Man;15-29;42
Tumor van het centraal zenuwstelsel;1998;Man;0-14;48
Tumor van het centraal zenuwstelsel;1998;Man;75+;56
Tumor van het centraal zenuwstelsel;1998;Man;Totaal;599
Tumor van het centraal zenuwstelsel;1998;Man;30-44;98
Tumor van het centraal zenuwstelsel;1999;Man;30-44;106
Tumor van het centraal zenuwstelsel;1999;Man;60-74;171
Tumor van het centraal zenuwstelsel;1999;Man;45-59;180
Tumor van het centraal zenuwstelsel;1999;Man;0-14;41
Tumor van het centraal zenuwstelsel;1999;Man;15-29;55
Tumor van het centraal zenuwstelsel;1999;Man;Totaal;621
Tumor van het centraal zenuwstelsel;1999;Man;75+;68
Tumor van het centraal zenuwstelsel;2000;Man;30-44;103
Tumor van het centraal zenuwstelsel;2000;Man;45-59;173
Tumor van het centraal zenuwstelsel;2000;Man;60-74;190
Tumor van het centraal zenuwstelsel;2000;Man;15-29;38
Tumor van het centraal zenuwstelsel;2000;Man;0-14;47
Tumor van het centraal zenuwstelsel;2000;Man;75+;58
Tumor van het centraal zenuwstelsel;2000;Man;Totaal;609
Tumor van het centraal zenuwstelsel;2001;Man;45-59;179
Tumor van het centraal zenuwstelsel;2001;Man;60-74;210
Tumor van het centraal zenuwstelsel;2001;Man;15-29;47
Tumor van het centraal zenuwstelsel;2001;Man;0-14;51
Tumor van het centraal zenuwstelsel;2001;Man;75+;61
Tumor van het centraal zenuwstelsel;2001;Man;Totaal;642
Tumor van het centraal zenuwstelsel;2001;Man;30-44;94
Tumor van het centraal zenuwstelsel;2002;Man;30-44;121
Tumor van het centraal zenuwstelsel;2002;Man;60-74;175
Tumor van het centraal zenuwstelsel;2002;Man;45-59;201
Tumor van het centraal zenuwstelsel;2002;Man;15-29;53
Alle kankersoorten;2003;Vrouw;60-74;12334
Alle kankersoorten;2003;Vrouw;0-14;202
Alle kankersoorten;2003;Vrouw;30-44;3420
Alle kankersoorten;2003;Vrouw;Totaal;37514
Alle kankersoorten;2003;Vrouw;15-29;493
Alle kankersoorten;2004;Vrouw;45-59;10420
Alle kankersoorten;2004;Vrouw;75+;11405
Alle kankersoorten;2004;Vrouw;60-74;12842
Alle kankersoorten;2004;Vrouw;0-14;210
Alle kankersoorten;2004;Vrouw;30-44;3494
Alle kankersoorten;2004;Vrouw;Totaal;38842
Alle kankersoorten;2004;Vrouw;15-29;471
Alle kankersoorten;2005;Vrouw;45-59;10515
Alle kankersoorten;2005;Vrouw;75+;11901
Alle kankersoorten;2005;Vrouw;60-74;13315
Alle kankersoorten;2005;Vrouw;0-14;207
Alle kankersoorten;2005;Vrouw;30-44;3452
Alle kankersoorten;2005;Vrouw;Totaal;39890
Alle kankersoorten;2005;Vrouw;15-29;500
Alle kankersoorten;2006;Vrouw;45-59;10891
Alle kankersoorten;2006;Vrouw;75+;12161
Alle kankersoorten;2006;Vrouw;60-74;13926
Alle kankersoorten;2006;Vrouw;0-14;206
Alle kankersoorten;2006;Vrouw;30-44;3436
Alle kankersoorten;2006;Vrouw;Totaal;41138
Alle kankersoorten;2006;Vrouw;15-29;518
Alle kankersoorten;2007;Vrouw;45-59;10971
Alle kankersoorten;2007;Vrouw;75+;12485
Alle kankersoorten;2007;Vrouw;60-74;14767
Alle kankersoorten;2007;Vrouw;0-14;207
Alle kankersoorten;2007;Vrouw;30-44;3596
Alle kankersoorten;2007;Vrouw;Totaal;42591
Alle kankersoorten;2007;Vrouw;15-29;565
